file_id	file_name	project_id
3361ff75-e726-4e7b-a1bc-4cb4e826890c	TCGA-LUSC.cec7716e-9ca3-4a02-8662-96d597a8bd5c.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
34058c5e-afc1-4b6a-8029-bcfc70fc8cda	CGCI-HTMCP-CC.9ea4cfca-9ffb-4351-8031-ece79b1ae372.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	CGCI-HTMCP-CC
341a6150-ef49-4d00-83c6-8989ea7df8de	TCGA-COAD.9386a176-c0fa-445d-b5e3-2cb4f26b0911.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-COAD
34937eeb-44fb-4499-a2e4-dbe1c459f4af	MP2PRT-WT.3989c907-8bb4-4f69-a9f5-5e4cd6767838.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	MP2PRT-WT
349d50cc-8361-4de4-8cdf-cbf73490d8ea	TCGA-LUSC.6e1fda45-5bd9-40b9-99f3-eff0a9d2e13f.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
352d0ca6-77d5-4e16-a23b-ebe648c570ec	TCGA-BLCA.45eb7deb-31c8-432a-9dd1-62affdad9260.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BLCA
352e5106-b2df-4c0d-a986-3450ec93f9ad	CGCI-HTMCP-CC.754e92fb-0755-4d0c-80f5-75b62d4549be.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	CGCI-HTMCP-CC
36ae85e8-435a-4bd3-8425-adbbd7b936bc	TCGA-BRCA.298254a6-5673-44be-bdce-ddf681591191.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BRCA
36c181d1-0039-47e7-90b4-5b982348bacd	TCGA-LUSC.f88a42d1-9e5c-4b60-8e7f-a08363646a85.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
36e9923d-00c0-473f-a272-112a4074835f	TCGA-LUSC.1d2ce9ff-4056-4f70-9df0-abf504097225.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3765433b-799b-4d87-b944-9e600349dd98	TCGA-LUSC.62b81e93-4c29-4219-a42e-fdf15bbf8e3d.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
382fe485-a14d-4279-928d-bfba18ebecdf	TCGA-LUSC.41d97c60-7d14-46d2-8060-8724a1c9ce94.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
389915f0-6803-43b5-b04a-70e0afa5b948	TCGA-CESC.8a7046e5-ecf3-4e26-937a-59f41ff76ffc.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-CESC
38f7eada-3872-4055-b67e-5b133a9b22e5	TCGA-LUSC.e44b1375-5aeb-47e1-9cd3-8fd831a3d480.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
39592cc7-b68b-4447-935b-cf4e6f9b970d	TCGA-LUSC.fb6dfd43-6c66-40c2-89ba-7722c77adc41.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3975a965-0a0e-4c1e-895c-bc0d4d70e273	TCGA-KIRP.830f77ad-eab1-4f5e-bfeb-33fd8bdd61eb.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-KIRP
3976620a-85d6-4e88-8bba-ef18b97ddc4e	TCGA-CHOL.7ce20c17-c9ef-4c4a-a7b3-43a811a6ca21.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-CHOL
39850dd6-dfa5-47f9-9176-ed5e3c144d9e	TCGA-LUSC.b6a7692e-85e2-4320-8b77-afa625093fcc.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
39b09dc8-9c04-4394-bcd6-0570320787e0	TCGA-LUSC.dc1ef518-d8e1-4815-a993-21136867e4dd.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3a2221b8-a506-4948-a0d0-827a155b74ab	TCGA-LUSC.dbf49324-5992-4079-bea8-b44116060cdd.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3a7be618-c0ec-434e-b4ec-b250b4445bc7	TCGA-LUSC.53d4bb54-c12f-4590-b8db-190c52be2b63.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3aad19ad-0a64-4c8c-bbcd-f56a1a518ae8	TCGA-LUSC.6342418b-f5ad-4e71-b91b-9cd05581cd32.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3bcd0699-bcdb-4378-9fe5-956cd71e1bb5	TCGA-HNSC.239fe50d-286d-4c33-81ed-3cc342fc248b.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-HNSC
3bdf0aa6-dc4f-4a7b-bbac-be0e1abf7c8c	TCGA-BRCA.96b26bf8-7380-49fd-9ff0-fddac95fe8df.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BRCA
3c027e21-a0f3-4d14-95b0-0aced949229c	TCGA-LUSC.661b087c-fb94-41c9-adf7-e628fca37a60.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3c7c7994-0328-40d4-b2a2-9aef630344bc	TCGA-LUSC.137ee95f-e5f8-404a-8c5f-3b051d1b857e.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-LUSC
3c86f5d6-312f-44fc-9722-bab5fc0794cb	TCGA-BRCA.f7d803ef-76f8-4103-b80e-b27a64eb5810.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BRCA
3e9d1f27-072c-4f16-a5c3-826f08fb8685	TCGA-BLCA.c7d1ad33-bfdc-44f8-a3ea-7c06cca80b23.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz	TCGA-BLCA
