Data Format	Old File UUID	Old File Name	New File UUID	New File Name
VCF	01da860c-398b-43ed-8033-36e7ebef5b49	01da860c-398b-43ed-8033-36e7ebef5b49.vcf.gz	457caa47-3020-46b7-9ae1-8b91ee7deea9	457caa47-3020-46b7-9ae1-8b91ee7deea9.vcf
VCF	01ffdeb8-0a9a-49e1-be2c-1e85ee79e9ea	01ffdeb8-0a9a-49e1-be2c-1e85ee79e9ea.vep.reheader.vcf.gz	930c7ace-9402-47da-a478-5324ed0aa500	930c7ace-9402-47da-a478-5324ed0aa500.vep.reheader.vcf.gz
VCF	023ac6bb-d0a5-41a9-bc51-763b74a9429c	023ac6bb-d0a5-41a9-bc51-763b74a9429c.vep.reheader.vcf.gz	6bf7d08c-f067-4feb-be30-5a77e7c05975	6bf7d08c-f067-4feb-be30-5a77e7c05975.vep.reheader.vcf.gz
VCF	025fca56-571a-4f4b-8019-6d34d8f48841	025fca56-571a-4f4b-8019-6d34d8f48841.vcf.gz	f41985ed-348f-408a-a715-11821eeda29b	f41985ed-348f-408a-a715-11821eeda29b.vcf
VCF	02a389bb-52a3-41fa-956d-465120f2abf4	02a389bb-52a3-41fa-956d-465120f2abf4.vep.reheader.vcf.gz	f0b0028b-00ae-4706-87da-422418d338b1	f0b0028b-00ae-4706-87da-422418d338b1.vep.reheader.vcf.gz
VCF	02af30cc-a461-4d4a-b016-2bb4b0f6012e	02af30cc-a461-4d4a-b016-2bb4b0f6012e.vcf.gz	2575a1dc-7344-41e8-87cd-b3bc838291e0	2575a1dc-7344-41e8-87cd-b3bc838291e0.vcf
VCF	02f963eb-1afe-41c8-b608-5fbf460175f6	02f963eb-1afe-41c8-b608-5fbf460175f6.vep.reheader.vcf.gz	110a1122-4be2-4d5c-94f3-4b093ed6268a	110a1122-4be2-4d5c-94f3-4b093ed6268a.vep.reheader.vcf.gz
VCF	02fb3e20-f30e-40e7-9449-7880b99c83f7	02fb3e20-f30e-40e7-9449-7880b99c83f7.vep.reheader.vcf.gz	84f113ab-ee1a-4610-8917-7b3aae070d89	84f113ab-ee1a-4610-8917-7b3aae070d89.vep.reheader.vcf.gz
VCF	03458784-086f-4002-9e44-b21418f81d63	03458784-086f-4002-9e44-b21418f81d63.vep.reheader.vcf.gz	1be48ad7-3b68-40fe-8dde-6d72a0afade3	1be48ad7-3b68-40fe-8dde-6d72a0afade3.vep.reheader.vcf.gz
VCF	0345930b-a3f6-45e5-84f9-ac411d288272	0345930b-a3f6-45e5-84f9-ac411d288272.vcf.gz	bdb5e106-8678-4e6d-a4eb-4dd758cbf10e	bdb5e106-8678-4e6d-a4eb-4dd758cbf10e.vcf
VCF	0370d971-35be-483f-b52a-b66f0dc5e50a	0370d971-35be-483f-b52a-b66f0dc5e50a.vep.reheader.vcf.gz	8bba4a99-46c8-43a3-aeef-ef9bcde9cf89	8bba4a99-46c8-43a3-aeef-ef9bcde9cf89.vep.reheader.vcf.gz
VCF	03921348-3274-45c4-9277-710ee0afdb27	03921348-3274-45c4-9277-710ee0afdb27.vep.reheader.vcf.gz	b8bd8ac0-90a6-43b2-87bd-8ddc9b591e39	b8bd8ac0-90a6-43b2-87bd-8ddc9b591e39.vep.reheader.vcf.gz
VCF	03ce22a3-ebc1-4b2d-a897-74bd327d513c	03ce22a3-ebc1-4b2d-a897-74bd327d513c.vep.reheader.vcf.gz	7743f44e-c268-4a2e-bdc9-994326985ace	7743f44e-c268-4a2e-bdc9-994326985ace.vep.reheader.vcf.gz
VCF	03d5b48a-d759-4acd-b4cc-2b31dedb91ad	03d5b48a-d759-4acd-b4cc-2b31dedb91ad.vcf.gz	e4aa1630-1ad8-430c-8ff8-e4cbb9b4726b	e4aa1630-1ad8-430c-8ff8-e4cbb9b4726b.vcf
VCF	03fa34c8-545c-487a-abf0-a3761d2e438a	03fa34c8-545c-487a-abf0-a3761d2e438a.vep.reheader.vcf.gz	d2c9feed-cd4e-467a-a503-ad33395b0d62	d2c9feed-cd4e-467a-a503-ad33395b0d62.vep.reheader.vcf.gz
VCF	040472ae-841e-4ba2-b635-df699173c2eb	040472ae-841e-4ba2-b635-df699173c2eb.vep.reheader.vcf.gz	f93a6e12-c166-4263-ac90-20b750b44159	f93a6e12-c166-4263-ac90-20b750b44159.vep.reheader.vcf.gz
VCF	0436038e-4a81-4199-9271-1ac9f6768ab9	0436038e-4a81-4199-9271-1ac9f6768ab9.vep.reheader.vcf.gz	bb6aae70-7e09-456b-a94c-bb71e2fbd452	bb6aae70-7e09-456b-a94c-bb71e2fbd452.vep.reheader.vcf.gz
VCF	04487c10-bcf3-4039-9a0c-0cd586119df5	04487c10-bcf3-4039-9a0c-0cd586119df5.vep.reheader.vcf.gz	e5d90d88-13e1-4668-b2a8-7b0d1fa80120	e5d90d88-13e1-4668-b2a8-7b0d1fa80120.vep.reheader.vcf.gz
VCF	045a8b1b-bb01-4d3c-a0fe-25ef3d934702	045a8b1b-bb01-4d3c-a0fe-25ef3d934702.vcf.gz	a5f443f9-16ff-4c7d-b0f4-d1d3632e3355	a5f443f9-16ff-4c7d-b0f4-d1d3632e3355.vcf
VCF	0474205d-2776-4db9-aa79-6aafb08d3ced	0474205d-2776-4db9-aa79-6aafb08d3ced.vep.reheader.vcf.gz	9570d4d2-ecab-44e3-8a5a-02810464a57a	9570d4d2-ecab-44e3-8a5a-02810464a57a.vep.reheader.vcf.gz
VCF	04882e02-6cd9-44b8-857a-8731854df161	04882e02-6cd9-44b8-857a-8731854df161.vcf.gz	845248cc-d587-4872-9441-5c74288f0bfd	845248cc-d587-4872-9441-5c74288f0bfd.vcf
VCF	04de03e9-59dc-4c52-8572-fbe51b5faa3c	04de03e9-59dc-4c52-8572-fbe51b5faa3c.vep.reheader.vcf.gz	6f8aba5f-be0b-4f49-bf7b-9fcde2867975	6f8aba5f-be0b-4f49-bf7b-9fcde2867975.vep.reheader.vcf.gz
VCF	05063a1e-f8e5-46fe-a936-8b2fead7223f	05063a1e-f8e5-46fe-a936-8b2fead7223f.vep.reheader.vcf.gz	f1cee095-7dc0-4c38-bc64-b8933222fa3a	f1cee095-7dc0-4c38-bc64-b8933222fa3a.vep.reheader.vcf.gz
VCF	05a94bf9-e27f-4103-9a0b-4b27de03476c	05a94bf9-e27f-4103-9a0b-4b27de03476c.vcf.gz	0fd6db5f-b847-4fe6-91ee-b47a8995b988	0fd6db5f-b847-4fe6-91ee-b47a8995b988.vcf
VCF	05da8347-1952-4be0-ac85-b68fecd6ba61	05da8347-1952-4be0-ac85-b68fecd6ba61.vcf.gz	2ed7db72-1f98-46bd-9aad-2ae6cadc106e	2ed7db72-1f98-46bd-9aad-2ae6cadc106e.vcf
VCF	063d89b5-d7e8-4f50-b01e-d4036609b645	063d89b5-d7e8-4f50-b01e-d4036609b645.vcf.gz	e5c2c214-0b0a-426a-ade2-3353aa7de0c4	e5c2c214-0b0a-426a-ade2-3353aa7de0c4.vcf
VCF	06eda31d-af37-4fe3-be01-70d84e251597	06eda31d-af37-4fe3-be01-70d84e251597.vep.reheader.vcf.gz	30a4c008-41a4-49b1-be44-10d48a2744de	30a4c008-41a4-49b1-be44-10d48a2744de.vep.reheader.vcf.gz
VCF	06f94550-8ee2-4f3b-919d-783978a0e4d8	06f94550-8ee2-4f3b-919d-783978a0e4d8.vcf.gz	d7e10527-0b7d-473b-89c2-aba3e44f14ee	d7e10527-0b7d-473b-89c2-aba3e44f14ee.vcf
VCF	071ffbdd-f15d-465c-b96e-1c290c8a4562	071ffbdd-f15d-465c-b96e-1c290c8a4562.vep.reheader.vcf.gz	9be1cad4-de73-4de7-b5e6-bce0399adf8a	9be1cad4-de73-4de7-b5e6-bce0399adf8a.vep.reheader.vcf.gz
VCF	07373ceb-0305-4f64-8253-9111533eaf18	07373ceb-0305-4f64-8253-9111533eaf18.vep.reheader.vcf.gz	8f7ba1e9-b207-4911-a699-fcafeffa720f	8f7ba1e9-b207-4911-a699-fcafeffa720f.vep.reheader.vcf.gz
VCF	0783811f-0ddd-4f9a-9591-4d7ab245c468	0783811f-0ddd-4f9a-9591-4d7ab245c468.vep.reheader.vcf.gz	775ed2d9-8f00-49e1-a5f2-0a3b871774e0	775ed2d9-8f00-49e1-a5f2-0a3b871774e0.vep.reheader.vcf.gz
VCF	07910ce7-7017-48e3-8fcc-cc2d4b41cc0c	07910ce7-7017-48e3-8fcc-cc2d4b41cc0c.vcf.gz	6509ae58-9f86-4926-95b8-598ff5543b7a	6509ae58-9f86-4926-95b8-598ff5543b7a.vcf
VCF	07c21d97-2c41-4e60-ba06-d9e7d546c0bf	07c21d97-2c41-4e60-ba06-d9e7d546c0bf.vep.reheader.vcf.gz	19cf520c-bec1-4c28-a680-e409a3a840f9	19cf520c-bec1-4c28-a680-e409a3a840f9.vep.reheader.vcf.gz
VCF	0872e679-582f-49b7-9597-621f4fd21992	0872e679-582f-49b7-9597-621f4fd21992.vcf.gz	99522022-0b44-4e7a-9dd8-cf144fd24d29	99522022-0b44-4e7a-9dd8-cf144fd24d29.vcf
VCF	08da187e-c2a7-48cc-bd45-3613d076bfa8	08da187e-c2a7-48cc-bd45-3613d076bfa8.vep.reheader.vcf.gz	53d50f8d-030f-4301-bafd-33431e5dec07	53d50f8d-030f-4301-bafd-33431e5dec07.vep.reheader.vcf.gz
VCF	08fe9a2a-3dfc-4d44-aa04-6dac331779da	08fe9a2a-3dfc-4d44-aa04-6dac331779da.vcf.gz	b9fb3867-2529-4f6a-b03c-1b6f061fec09	b9fb3867-2529-4f6a-b03c-1b6f061fec09.vcf
VCF	09072709-40bc-42ea-8f8d-bf32423da34b	09072709-40bc-42ea-8f8d-bf32423da34b.vcf.gz	96ee7c38-7c0c-4ccf-94d3-1390993c75b0	96ee7c38-7c0c-4ccf-94d3-1390993c75b0.vcf
VCF	09af23bf-ca70-4f73-aa16-ae035dbfc8b3	09af23bf-ca70-4f73-aa16-ae035dbfc8b3.vep.reheader.vcf.gz	3a1dab8d-113b-45ca-b0a0-b3ec8b2b37f2	3a1dab8d-113b-45ca-b0a0-b3ec8b2b37f2.vep.reheader.vcf.gz
VCF	09d2e099-132a-46a3-a233-3aab33c706ed	09d2e099-132a-46a3-a233-3aab33c706ed.vep.reheader.vcf.gz	272895d0-e2c6-45b4-b714-8270549b740a	272895d0-e2c6-45b4-b714-8270549b740a.vep.reheader.vcf.gz
VCF	09e278c5-e5f1-4c93-8855-4c5de569bbda	09e278c5-e5f1-4c93-8855-4c5de569bbda.vep.reheader.vcf.gz	d2ec8d4c-279d-48c6-82f6-a6119ea48e36	d2ec8d4c-279d-48c6-82f6-a6119ea48e36.vep.reheader.vcf.gz
VCF	0a194072-bd02-4729-8ddf-915ccedc3507	0a194072-bd02-4729-8ddf-915ccedc3507.vep.reheader.vcf.gz	21075154-7943-4880-9d92-922e594fedb0	21075154-7943-4880-9d92-922e594fedb0.vep.reheader.vcf.gz
VCF	0a5c76dc-d100-47dc-a96f-7b701bc2d2e3	0a5c76dc-d100-47dc-a96f-7b701bc2d2e3.vep.reheader.vcf.gz	d8d5401b-c71b-4196-bc44-5cf1956a9481	d8d5401b-c71b-4196-bc44-5cf1956a9481.vep.reheader.vcf.gz
VCF	0a60ce11-d8df-4086-8f30-7f8769a3c4a0	0a60ce11-d8df-4086-8f30-7f8769a3c4a0.vcf.gz	56107e3e-3464-42e8-94ad-4333a465842c	56107e3e-3464-42e8-94ad-4333a465842c.vcf
VCF	0a66e430-d007-435f-a79a-1e991a2f38de	0a66e430-d007-435f-a79a-1e991a2f38de.vcf.gz	84133b92-3af9-404b-9d22-19fae8d396dc	84133b92-3af9-404b-9d22-19fae8d396dc.vcf
VCF	0a8bd084-6828-4428-9968-6a5014cb713f	0a8bd084-6828-4428-9968-6a5014cb713f.vcf.gz	541949a7-1af5-43f4-ae96-f48cf762a665	541949a7-1af5-43f4-ae96-f48cf762a665.vcf
VCF	0aa90bdd-08e9-44a5-8872-533002b07e92	0aa90bdd-08e9-44a5-8872-533002b07e92.vep.reheader.vcf.gz	8bea5329-5a34-45d4-be72-4d5bdb74d590	8bea5329-5a34-45d4-be72-4d5bdb74d590.vep.reheader.vcf.gz
VCF	0acf9ba1-8921-4e87-8079-ba42c9006e2a	0acf9ba1-8921-4e87-8079-ba42c9006e2a.vcf.gz	cdb79527-882e-4dec-875e-b51a3ed7082b	cdb79527-882e-4dec-875e-b51a3ed7082b.vcf
VCF	0add7dca-c10e-45c6-9298-33bf2778ee02	0add7dca-c10e-45c6-9298-33bf2778ee02.vep.reheader.vcf.gz	c5922968-68e7-495f-adeb-d60979766c36	c5922968-68e7-495f-adeb-d60979766c36.vep.reheader.vcf.gz
VCF	0afc53d3-516b-43c4-aeeb-1342fa4e73ae	0afc53d3-516b-43c4-aeeb-1342fa4e73ae.vcf.gz	fe0a1dd4-97f9-4a0d-b034-d7aad2223882	fe0a1dd4-97f9-4a0d-b034-d7aad2223882.vcf
VCF	0b648a02-dddb-4b73-8d63-b4f4dcd60720	0b648a02-dddb-4b73-8d63-b4f4dcd60720.vep.reheader.vcf.gz	f2158172-cd3e-4f51-800b-8153574cd725	f2158172-cd3e-4f51-800b-8153574cd725.vep.reheader.vcf.gz
VCF	0b85533c-fd8d-4413-a6b3-5b9fa3f72af6	0b85533c-fd8d-4413-a6b3-5b9fa3f72af6.vep.reheader.vcf.gz	76d2ed06-359c-4046-831d-3f6c52d245c3	76d2ed06-359c-4046-831d-3f6c52d245c3.vep.reheader.vcf.gz
VCF	0b8b5edf-1499-4e17-9b1d-5607b47f8861	0b8b5edf-1499-4e17-9b1d-5607b47f8861.vep.reheader.vcf.gz	d6cdc0d0-8a31-4b77-9e0f-ee758efa6cef	d6cdc0d0-8a31-4b77-9e0f-ee758efa6cef.vep.reheader.vcf.gz
VCF	0bd5cb47-b47c-494f-a9cd-0d6e2f41d853	0bd5cb47-b47c-494f-a9cd-0d6e2f41d853.vep.reheader.vcf.gz	d2f747c0-c94b-47a2-bfd6-0c7c483ff77f	d2f747c0-c94b-47a2-bfd6-0c7c483ff77f.vep.reheader.vcf.gz
VCF	0be789e5-508d-41ef-993e-92cd9b24d704	0be789e5-508d-41ef-993e-92cd9b24d704.vcf.gz	14d520e0-f2d2-4be8-8c7c-0ff61d868dbb	14d520e0-f2d2-4be8-8c7c-0ff61d868dbb.vcf
VCF	0befa8b9-36f0-49e5-ac2f-88df489bf210	0befa8b9-36f0-49e5-ac2f-88df489bf210.vcf.gz	6097aa39-8e36-436c-8c02-33d927e928f0	6097aa39-8e36-436c-8c02-33d927e928f0.vcf
VCF	0bf4b859-a3ae-4598-a1a0-f2f61dd16310	0bf4b859-a3ae-4598-a1a0-f2f61dd16310.vcf.gz	db85c2a0-b4d8-4a0a-bf3e-ece814660bc0	db85c2a0-b4d8-4a0a-bf3e-ece814660bc0.vcf
VCF	0c223800-ceb9-4375-aab1-cd93d438996f	0c223800-ceb9-4375-aab1-cd93d438996f.vcf.gz	870b0b51-c2b9-42f0-abab-dc8af3794ce6	870b0b51-c2b9-42f0-abab-dc8af3794ce6.vcf
VCF	0c35f2d0-dbf4-4970-ac22-f7f2792ab03b	0c35f2d0-dbf4-4970-ac22-f7f2792ab03b.vep.reheader.vcf.gz	6a1bd3f5-3d7f-4270-b24d-acc33f55878d	6a1bd3f5-3d7f-4270-b24d-acc33f55878d.vep.reheader.vcf.gz
VCF	0c538d20-ee06-4566-b422-a166d5b66134	0c538d20-ee06-4566-b422-a166d5b66134.vcf.gz	627d3a98-13d5-4ccf-8c1e-50b4f52467f0	627d3a98-13d5-4ccf-8c1e-50b4f52467f0.vcf
VCF	0c54efd0-b524-47f8-b0df-444556af4d84	0c54efd0-b524-47f8-b0df-444556af4d84.vcf.gz	80b44913-d456-4126-a754-8be79a3058a1	80b44913-d456-4126-a754-8be79a3058a1.vcf
VCF	0c833d5b-97b9-4dce-8c71-fc171e147921	0c833d5b-97b9-4dce-8c71-fc171e147921.vcf.gz	0844ccd1-4d33-423b-b0d8-a3538a45b481	0844ccd1-4d33-423b-b0d8-a3538a45b481.vcf
VCF	0ca80843-e9f3-4a5c-b887-6f4c76483346	0ca80843-e9f3-4a5c-b887-6f4c76483346.vcf.gz	fb610634-f847-4c41-8bbe-c5f1b7ac903e	fb610634-f847-4c41-8bbe-c5f1b7ac903e.vcf
VCF	0ca9d672-d136-4580-a120-fe3825411413	0ca9d672-d136-4580-a120-fe3825411413.vep.reheader.vcf.gz	d747e00c-427d-4438-bd41-5eba10ec75fd	d747e00c-427d-4438-bd41-5eba10ec75fd.vep.reheader.vcf.gz
VCF	0cbfde52-2e8e-41cb-a234-98d6d12fba93	0cbfde52-2e8e-41cb-a234-98d6d12fba93.vep.reheader.vcf.gz	6c600540-edbd-4686-ab97-4995f4e4e361	6c600540-edbd-4686-ab97-4995f4e4e361.vep.reheader.vcf.gz
VCF	0cee9289-fb0f-4f5d-b8e0-6da0268f7d90	0cee9289-fb0f-4f5d-b8e0-6da0268f7d90.vep.reheader.vcf.gz	c8da7913-5e75-4847-96a6-e3ee45cc19aa	c8da7913-5e75-4847-96a6-e3ee45cc19aa.vep.reheader.vcf.gz
VCF	0cef420e-c4e6-45da-85fb-550f76587a81	0cef420e-c4e6-45da-85fb-550f76587a81.vcf.gz	acace4b3-3ed6-4c31-8af6-d53b9d841e3f	acace4b3-3ed6-4c31-8af6-d53b9d841e3f.vcf
VCF	0d15c427-3df8-491a-802a-90b78fdb0c0e	0d15c427-3df8-491a-802a-90b78fdb0c0e.vep.reheader.vcf.gz	14717f60-bc95-485b-a38d-7760356d7e2c	14717f60-bc95-485b-a38d-7760356d7e2c.vep.reheader.vcf.gz
VCF	0d480e93-65a3-4a6b-a9d2-8bbdd80fa88c	0d480e93-65a3-4a6b-a9d2-8bbdd80fa88c.vcf.gz	50e04dd2-136e-4863-9deb-e85a8c44406c	50e04dd2-136e-4863-9deb-e85a8c44406c.vcf
VCF	0d7d72b3-a52f-4f4d-bdd8-0d15d83ac22b	0d7d72b3-a52f-4f4d-bdd8-0d15d83ac22b.vep.reheader.vcf.gz	eac5892e-dfa8-4e3e-8bb7-10231580befb	eac5892e-dfa8-4e3e-8bb7-10231580befb.vep.reheader.vcf.gz
VCF	0db624aa-c929-4e75-8625-bcbae9fc8a93	0db624aa-c929-4e75-8625-bcbae9fc8a93.vcf.gz	a9b428d9-924d-4347-bb97-694ce2ac12ae	a9b428d9-924d-4347-bb97-694ce2ac12ae.vcf
VCF	0db86b75-95d6-458a-ad93-b6350a67a10c	0db86b75-95d6-458a-ad93-b6350a67a10c.vcf.gz	b3f51d77-469d-4899-8556-d3463f30d6ce	b3f51d77-469d-4899-8556-d3463f30d6ce.vcf
VCF	0dda00df-c1dd-44ed-bd2e-330e6d631f49	0dda00df-c1dd-44ed-bd2e-330e6d631f49.vcf.gz	211ba0c7-d453-4971-a3a5-04639a59e09f	211ba0c7-d453-4971-a3a5-04639a59e09f.vcf
VCF	0dedcccd-f7a6-4fc2-87df-f518025e3dd8	0dedcccd-f7a6-4fc2-87df-f518025e3dd8.vcf.gz	54c042af-c2dc-4391-9c9f-c92241b75b6c	54c042af-c2dc-4391-9c9f-c92241b75b6c.vcf
VCF	0dfce6d3-dc5b-4b4d-9987-ce19d7806f87	0dfce6d3-dc5b-4b4d-9987-ce19d7806f87.vep.reheader.vcf.gz	c69d6624-a7d1-4b78-ac6b-daadfd65848b	c69d6624-a7d1-4b78-ac6b-daadfd65848b.vep.reheader.vcf.gz
VCF	0e04f0a2-7607-434b-a98d-4ee0aad49baa	0e04f0a2-7607-434b-a98d-4ee0aad49baa.vcf.gz	2175ac43-39d1-432f-b172-d203f3df2548	2175ac43-39d1-432f-b172-d203f3df2548.vcf
VCF	0e20c7ff-f982-4b0e-b479-b665bfadff1a	0e20c7ff-f982-4b0e-b479-b665bfadff1a.vep.reheader.vcf.gz	3e535feb-d7b5-4e2a-8180-d9cb1d6b1eef	3e535feb-d7b5-4e2a-8180-d9cb1d6b1eef.vep.reheader.vcf.gz
VCF	0e47b0ab-e997-4c00-853f-87a0adbba30b	0e47b0ab-e997-4c00-853f-87a0adbba30b.vep.reheader.vcf.gz	486d21fa-504a-4bcb-9810-527104f35e45	486d21fa-504a-4bcb-9810-527104f35e45.vep.reheader.vcf.gz
VCF	0e813e3c-49da-4d24-917f-7facba539cf2	0e813e3c-49da-4d24-917f-7facba539cf2.vep.reheader.vcf.gz	82a238f7-7d1a-4d1c-994f-e19eaf468e9c	82a238f7-7d1a-4d1c-994f-e19eaf468e9c.vep.reheader.vcf.gz
VCF	0e91b07b-9537-4f38-be07-c5a0880b9d71	0e91b07b-9537-4f38-be07-c5a0880b9d71.vcf.gz	8f7c15aa-e477-4bd9-916f-5df4c283e867	8f7c15aa-e477-4bd9-916f-5df4c283e867.vcf
VCF	0f7290b0-a49d-4f06-a4ed-263adee9ad78	0f7290b0-a49d-4f06-a4ed-263adee9ad78.vep.reheader.vcf.gz	fffe5fd8-47ef-4905-889f-f7ad9940743c	fffe5fd8-47ef-4905-889f-f7ad9940743c.vep.reheader.vcf.gz
VCF	0f819ba9-fb20-41a8-85e3-ace75186bdf9	0f819ba9-fb20-41a8-85e3-ace75186bdf9.vcf.gz	9b388f47-946c-4ec7-b806-f35c60515beb	9b388f47-946c-4ec7-b806-f35c60515beb.vcf
VCF	0febdda0-992b-4432-8e91-cda6b6238b07	0febdda0-992b-4432-8e91-cda6b6238b07.vep.reheader.vcf.gz	d7196bb3-8217-4e5a-b15d-9484c5ae1f63	d7196bb3-8217-4e5a-b15d-9484c5ae1f63.vep.reheader.vcf.gz
VCF	10304b83-2eda-4c24-8da5-c6ca67907822	10304b83-2eda-4c24-8da5-c6ca67907822.vcf.gz	1ebd2e08-5e9b-4077-935b-534f538af1c2	1ebd2e08-5e9b-4077-935b-534f538af1c2.vcf
VCF	10b18bd1-a5c2-415c-aef2-0ec002a965a0	10b18bd1-a5c2-415c-aef2-0ec002a965a0.vcf.gz	ba0b9d5a-0efb-43ff-a955-3d94f0870289	ba0b9d5a-0efb-43ff-a955-3d94f0870289.vcf
VCF	10cb04a2-9cfc-4933-9f99-21d16a9e616b	10cb04a2-9cfc-4933-9f99-21d16a9e616b.vcf.gz	97f75e11-6c15-4e65-8a9b-5a41b4ddad90	97f75e11-6c15-4e65-8a9b-5a41b4ddad90.vcf
VCF	112dc294-78b9-4461-b687-d7486eb41ee6	112dc294-78b9-4461-b687-d7486eb41ee6.vep.reheader.vcf.gz	b25a59ff-1d98-4c91-9cee-25be897bbbfc	b25a59ff-1d98-4c91-9cee-25be897bbbfc.vep.reheader.vcf.gz
VCF	113b3bf9-11bc-4a4e-89ab-5d31e99c089f	113b3bf9-11bc-4a4e-89ab-5d31e99c089f.vep.reheader.vcf.gz	2b0f48a5-11a4-4f72-a1a3-5209399b45c2	2b0f48a5-11a4-4f72-a1a3-5209399b45c2.vep.reheader.vcf.gz
VCF	11d00942-79d7-4aa4-9f4c-638581c0ca4f	11d00942-79d7-4aa4-9f4c-638581c0ca4f.vcf.gz	f3bcb58a-fe1c-44b4-a9ff-68f9e80a6ca7	f3bcb58a-fe1c-44b4-a9ff-68f9e80a6ca7.vcf
VCF	11e77d0f-7f4f-47b9-82d4-e2424984673d	11e77d0f-7f4f-47b9-82d4-e2424984673d.vcf.gz	13987a90-b3ca-4038-a774-b806216a1c88	13987a90-b3ca-4038-a774-b806216a1c88.vcf
VCF	12059285-5fdf-4215-8ccf-182d6d514e9e	12059285-5fdf-4215-8ccf-182d6d514e9e.vcf.gz	11393fcd-ec58-401e-8e81-2e0cdc501792	11393fcd-ec58-401e-8e81-2e0cdc501792.vcf
VCF	120b430a-04ce-4236-bcbc-c0d04688c320	120b430a-04ce-4236-bcbc-c0d04688c320.vcf.gz	cb214383-c742-4471-a784-c12b3ca51999	cb214383-c742-4471-a784-c12b3ca51999.vcf
