id	filename	md5	size	state
bd1351fe-d200-47e9-847a-68d33346bd3a	raw_feature_bc_matrix.tar.gz	321c876671ff31b5059ebc1747c757c1	219379127	released
24e30747-0b22-4720-b294-028ad1bcda28	raw_feature_bc_matrix.tar.gz	0ee4cfcfaa3731feef485e2029f353df	145478884	released
2bbe9de2-03a0-46a2-842a-784741edd26c	raw_feature_bc_matrix.tar.gz	8a6824d7c11a2fab8363739edec0b8c9	143578935	released
1fffdebc-592e-4d53-9a7a-500e0c80c8f4	raw_feature_bc_matrix.tar.gz	ca51bfa7eb0390078763ec277f60e674	369143524	released
01eb7f6b-b1ad-400e-812c-8a65c747a1e6	0343c5b1-1f97-4b27-9da4-5cac10e4403c.qc_filtered_feature_bc_matrix.tar.gz	0cae486c2a683e56c0415fb0dfcea330	117351014	released
514aacd9-b0dd-47c1-b49f-3a66ca04ea13	possorted_genome_bam.bam	62f12b60d0ff5f5d338b504a01628b6e	31087850916	released
9fb3b674-788a-4e5b-aca2-1aa637f49ecc	possorted_genome_bam.bam	02a4a37e036b58d15a5feaa3570a5d37	29968048497	released
fe694428-55d3-44e4-b8a9-e8ea5f4426a3	62aa7952-5d0f-4884-b1d4-d28e1389afc6.qc_filtered_feature_bc_matrix.tar.gz	c2eac3561d0b0c5f5b7a4711dee8a515	30470337	released
6e9347b8-7198-44e1-a4b9-2262ebf107b6	possorted_genome_bam.bam	0a4091d16f4eae4f8d96aa76e9509025	29846950870	released
3249fd86-1560-4e0e-ad61-d8daea257eeb	59bdfa74-8272-4dae-b33e-46e708d6440b.qc_filtered_feature_bc_matrix.tar.gz	07a0c7b0bf6801f6b6f24e8e445218de	25381759	released
92f9418f-25f3-494c-b7ac-e0e40e602f40	raw_feature_bc_matrix.tar.gz	030e05d76919db1cfc6260ef6d5bcf74	89038676	released
4ad26562-a230-4bf9-a7ae-c2e87ccea3e2	raw_feature_bc_matrix.tar.gz	19d5bca0808e50069e06138577b516ac	297277606	released
834eaf46-4552-457c-bd67-b9dfa9161dfa	possorted_genome_bam.bam	d2a07f4abad92635679a530c69d563d9	37509207219	released
9866cee2-026e-4fae-8411-622655244d74	87ae2349-6ec0-43d9-bac8-719d811c7bb4.qc_filtered_feature_bc_matrix.tar.gz	8cff1de2300fb8019e3b103d39d1d929	35232378	released
0ee2ada5-b451-473c-8776-c8805c927a7b	601fd344-f409-4a32-84a0-3f41450733b7.qc_filtered_feature_bc_matrix.tar.gz	4a09050a52d4a0562ed5de31d17f95f3	88559218	released
1885327d-8f3d-41ae-8f77-cbe5d9f4dcdb	268e6885-e9a4-44f8-a717-1de705cd2517.qc_filtered_feature_bc_matrix.tar.gz	29ba3b8701adef1e6b702b7129ebe5b1	150723754	released
9a142ba2-e139-404b-9ed2-94ee0d7ea463	possorted_genome_bam.bam	f3b13bc4e81a4e5a7a799b6c5b703835	44015806134	released
779821e7-a1f6-4d1f-8ced-b9e338552da3	possorted_genome_bam.bam	ef3503a94ea6bc5d6d51235dec8e9b05	30045096155	released
3fca3783-ef6d-4c88-a60e-cd8e81f2d157	raw_feature_bc_matrix.tar.gz	9b7162ec8bf7752a55e01a59d86f5c94	239798611	released
134211a0-bc5e-4b42-ab4f-425517ca00dc	possorted_genome_bam.bam	0899977c5ebcd214aa05c4f35e687faf	22655123367	released
30b9bf4c-6db5-4663-a700-e6fe3082dcf9	d63be797-7b6f-40f0-a5bd-009ba65ecd65.qc_filtered_feature_bc_matrix.tar.gz	f79a0912977554934a1efd5235ae4abe	39431177	released
cdea80e2-c55c-45c8-8656-f77374e35b6e	5449e0dd-5cb2-4f78-81bf-5af4812f2e2f.qc_filtered_feature_bc_matrix.tar.gz	0491402635b5139983429b3206c30087	45854168	released
2b6e6068-bc7c-4e6b-aff7-57649c30f703	0c98c761-a0c8-4e0d-9070-de245344cc4f.qc_filtered_feature_bc_matrix.tar.gz	7c81c2a2a48f1e4a759931422aec5ac4	123505891	released
0969883a-3e23-434a-a61d-3fbc53ca8ddb	raw_feature_bc_matrix.tar.gz	27d4db2cf15dc8d211b66ce979333fa6	243313747	released
0c56a488-319c-445f-9556-300713e4f0c9	9f300e98-e196-4a21-9b79-2a4d6272ffe3.qc_filtered_feature_bc_matrix.tar.gz	16a987b7c5d6b119409ced70a92b9d71	99321212	released
271f4a90-77c9-44b9-9a90-0dd2658cbdb1	raw_feature_bc_matrix.tar.gz	c9f39c0bcbee8f77577f68fd97d33c8b	108600760	released
f19babe0-f83f-4da5-b2c1-1f6061f5e290	raw_feature_bc_matrix.tar.gz	15de870210b43964fb9c4be897ffc60f	247624743	released
c720f1da-f739-44f0-b577-073daf6f6ba5	possorted_genome_bam.bam	3359a3a1d1035c7f8ee3c1b630a9aec2	21809890384	released
