id	filename	md5	size	project_id	case_ids	aliquot_ids	data_category	data_type	experimental_strategy	workflow_type	new_id	new_md5	new_size
481b7803-dfcb-4114-b459-9a1194e13e30	88016cb7-0bf0-4e75-a64e-b4320a070bfc.wxs.SomaticSniper.somatic_annotation.vcf.gz	af75f5223b60e1aff718405132141a3d	2114253	MMRF-COMMPASS	1cd2b2e7-21d4-4e09-b7dc-2178411734b6	9a79c346-1d69-42fa-8122-825c7d588972,a975c169-2b76-466d-b979-5e0242653871	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	SomaticSniper Annotation	dce2a670-d235-4f7e-bab8-02570de69502	cb0e1f9113b0a26ae5104bae03ddcad1	2157804
f5a26030-b5de-45dc-a248-8aea46fb4b7b	10c3da12-3cc4-4845-b4be-7d9ceb2f751d.wxs.SomaticSniper.somatic_annotation.vcf.gz	4fbac9d4a50834a3fd38790e2da80d91	2366119	MMRF-COMMPASS	1c0cb072-09ff-45d9-a28a-1e8169c82d5f	426d3a26-4962-4886-8e44-224026fc8860,46736778-2260-473f-a173-27390d0fe201	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	SomaticSniper Annotation	369c938e-fcc9-4d1d-936d-4c813ec9fd58	34c979780b4392f49beda62938debe09	2433023
589c91e3-609c-4e93-8d28-48bf81213652	ee18c356-2f2d-4cfa-ae37-ecb20e66392d.rna_seq.genomic.gdc_realn.bam	6ae4550792a490d6bb20b1f0f83806e0	22288366103	MMRF-COMMPASS	38283de8-d70b-49ef-89cd-83d84794de65	54a5cadc-adf8-4815-9913-6950ab8421a7	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Genome	ac6105aa-3d04-4bcd-979e-ebf318f9d5e1	4ce5fae9d49a5d8c10ae919ce2cfc38a	22295571594
0ec3abb4-28c4-48bd-8246-99d32a501c04	8e9e672a-e2fc-4b7e-adc3-f729ce1c909d.rna_seq.star_gene_counts.tsv.gz	65f19399ce29456c15fad515044d166e	406924	MMRF-COMMPASS	1c0cb072-09ff-45d9-a28a-1e8169c82d5f	d9817e36-8d4e-4df7-a3a6-b3de66309b19	Transcriptome Profiling	Gene Expression Quantification	RNA-Seq	STAR - Counts	a6dbc8fb-ec0a-4d8d-9edb-467524a8fc68	6185144fecc120b7fdbd25d991334347	4226208
a9c93397-041d-4ff3-ae78-cf0750916fb6	2bf2eaf3-3129-441b-86ca-2d26311c9364.wxs.VarScan2.aliquot.maf.gz	2f78b6ea01242b5bf6cfe96b3c9817a5	214489	MMRF-COMMPASS	0a8fe688-f5aa-4ef2-bbff-5a42a052f57d	1ba5ac50-45c1-43ea-b832-81d61a3ccb2a,d733c9e2-539c-4abf-b6f8-a21cb95bf385	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	VarScan2 Annotation	6c4920c6-1a60-4ee9-ac03-1ab357b773a1	483ab1ac3ff643721b65d067f3eca0e3	260891
156c4412-0480-4aca-819b-c8dab16d32cd	06f49fb2-1a2d-43e1-a1bd-5ae345735138.wxs.VarScan2.somatic_annotation.vcf.gz	cb5595290b90a97bb54ac4f167276885	252681	MMRF-COMMPASS	ef8c4403-8f4a-4cdc-97bd-9b04a990a19e	82f8cc8c-cfa3-4e68-b967-f47d3c14cabb,2c3c2ad6-e1cc-4d32-af12-616708cd9a51	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	VarScan2 Annotation	99346749-9c97-4513-9e58-66f60c712096	f893ee247ea662d54c4aa2742e7b3896	251833
3177b8b0-f6cc-4448-ba44-f7f63838a2b4	c0a506d1-1a73-4a0a-82ad-65edc2d510f1.wxs.Pindel.aliquot.maf.gz	35a0341a6066308f5e3c1ca85f62e90b	93141	MMRF-COMMPASS	e8cf0ba0-d90d-45df-ba6c-b90697c7b771	8a66de55-b14e-467a-a02c-3130bf795788,f0f312e9-b43d-40d5-ade8-ea96b14505f0	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	2b02def6-670a-4cd2-9c79-adb39688442b	80ae16cda556eed3d4e90f4c67427d51	103951
671158a0-815c-4356-a18a-d05c894acc7c	ab923c58-f74c-4b2e-8960-9a4279dc2569.wxs.Pindel.somatic_annotation.vcf.gz	ebeb16400b03f93712eb7f9ab86b7cc9	322344	MMRF-COMMPASS	871cc776-38e8-4643-afd9-c3f653f17f42	8cf18855-b6cc-4946-b8bf-a0f0174aa05e,d9e77b1a-7d28-4ef1-bb8a-50b1f21195aa	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	f56eb600-37e8-433e-bd55-3ae6b444b5c7	2ad6abd7e5d20cb77f09973961b8ce70	221155
3bdb8c64-3917-4222-ad9c-ea342e720a47	47e6b02f-f78d-48e1-a708-834caf251f01.rna_seq.genomic.gdc_realn.bam	9ebec1039792358fb53e0442b175316b	21056993040	MMRF-COMMPASS	9db4353c-207c-417d-a009-e40f4238c255	35c56de5-fa8d-4393-8e1c-5720bedf44e5	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Genome	30e93711-1e2e-4358-8d87-8fb365f19a32	e9f0b5f69a7d148af4e8d827b732ca4f	21128922490
6c8a1377-ed47-45b5-a4b1-1e43711cb184	6735ff03-cb20-4765-91bd-f693adcba4d2.wxs.Pindel.somatic_annotation.vcf.gz	456c4b1218275444bb33f1c5af7975a9	296659	MMRF-COMMPASS	c0e899b6-8479-406e-aa39-1db7281992ee	4bc474d8-1e91-439e-a3a1-5eb95a21b853,b3f62e69-761d-4fc0-a0f2-587f5aec002b	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	da32e8a7-a7d4-4bc5-8832-1e65e3351f66	9c5888e1d0e591ab74ca72c3becf2df5	220668
